unique_id,timestamp,y_pred,query_date,model_name,model_version,runtime
cd4bc46c-f166-4b5b-8637-95e937d797a8,1617965762.8207133,[93551.18750355],2019-08-14,all-ridge_regression,0.1,000:00:00
3bc93c12-ebd0-4ca4-9a58-bb45ae1500b7,1617965762.8721101,[107514.36488],2019-08-15,all-ridge_regression,0.1,000:00:00
9ceae5ba-cb41-42c5-b82d-b06326928dc7,1617965762.9258614,[112365.72410754],2019-08-16,all-ridge_regression,0.1,000:00:00
3f555c0c-167c-431b-8abf-ce744cdf952d,1617965762.9843752,[104461.33855307],2019-08-17,all-ridge_regression,0.1,000:00:00
f442845f-dcd0-4758-9e3e-c6492a6eef05,1617965763.0429294,[100188.79569874],2019-08-18,all-ridge_regression,0.1,000:00:00
4162c81c-3e94-4e94-8321-342a3539714f,1617965763.097615,[105215.75224872],2019-08-19,all-ridge_regression,0.1,000:00:00
2e1a5d02-371c-4752-88a2-58a6537f3685,1617965763.1444392,[108408.31450817],2019-08-20,all-ridge_regression,0.1,000:00:00
f64c90b2-e42d-41c2-807d-b9070376e491,1617965763.190484,[118664.50188546],2019-08-21,all-ridge_regression,0.1,000:00:00
865e8ef1-562a-4977-80a8-e7b0fa0cac42,1617965763.23563,[126133.94363536],2019-08-22,all-ridge_regression,0.1,000:00:00
5957776a-b2eb-4a39-8e07-80646e37bf54,1617965763.2850566,[128888.29802561],2019-08-23,all-ridge_regression,0.1,000:00:00
f01fc261-173a-4cf0-8de3-94e3ed7e597d,1617965763.3312654,[122920.88978206],2019-08-24,all-ridge_regression,0.1,000:00:00
a0e41e63-a50f-4fcb-9a47-403ae6270edc,1617965763.3787806,[117961.69348479],2019-08-25,all-ridge_regression,0.1,000:00:00
80b11a5f-28c2-480a-8a97-392cf0b6bd80,1617965763.424899,[112896.47131991],2019-08-26,all-ridge_regression,0.1,000:00:00
39c4ea1a-4004-48e5-9301-3d47b7b5233b,1617965763.4733403,[99128.40035697],2019-08-27,all-ridge_regression,0.1,000:00:00
7e9e5746-4c51-4ebb-bc44-8a00c680f66e,1617965763.5280716,[108043.13482069],2019-08-28,all-ridge_regression,0.1,000:00:00
d8132674-7c31-4ca5-b229-139dc2c43097,1617965763.5826135,[113600.85543805],2019-08-29,all-ridge_regression,0.1,000:00:00
fee6340e-f6d9-49b1-b96a-4659fcec1dbc,1617965763.6360416,[115637.40575948],2019-08-30,all-ridge_regression,0.1,000:00:00
b1cd7f1a-d10e-4988-8697-2ea6b7f4bd5d,1617965763.6919181,[111705.52189058],2019-08-31,all-ridge_regression,0.1,000:00:00
d61a4a8b-a29e-4465-9c6b-c32f1fcd2271,1617965763.7529733,[106828.99221545],2019-09-01,all-ridge_regression,0.1,000:00:00
eb853a38-b1c8-4625-a2c9-ffd9a07e60f7,1617965763.8047707,[110028.96953174],2019-09-02,all-ridge_regression,0.1,000:00:00
7cea277d-0d8f-4d12-a211-bbeb30aeff2b,1617965763.860286,[117718.71376652],2019-09-03,all-ridge_regression,0.1,000:00:00
f0d3e3ee-3943-4f1c-8c52-f9bbd86307e5,1617965763.9115644,[117421.34457642],2019-09-04,all-ridge_regression,0.1,000:00:00
1cf8a30e-739f-48ca-923f-0c69f0f2dbe5,1617965763.9597254,[122909.06020933],2019-09-05,all-ridge_regression,0.1,000:00:00
4b2a1817-dcbf-4d43-b443-8e6093fad90a,1617965764.0081658,[126622.90649542],2019-09-06,all-ridge_regression,0.1,000:00:00
3881a705-9d12-42ed-91fc-be18ea3f5870,1617965764.0566566,[123626.32217575],2019-09-07,all-ridge_regression,0.1,000:00:00
f91293b7-77ed-44ca-9304-62088786e23c,1617965764.103605,[122976.98776323],2019-09-08,all-ridge_regression,0.1,000:00:00
53bbf2fe-d480-47ff-bfe7-edb127b1d1aa,1617965764.1515603,[128284.21821724],2019-09-09,all-ridge_regression,0.1,000:00:00
9cbd3d63-6e64-4775-849c-10bdfb3d7927,1617965764.197245,[133987.53433477],2019-09-10,all-ridge_regression,0.1,000:00:00
06fe26de-ee97-4240-a6a9-529b767fc861,1617965764.2449925,[140453.88088345],2019-09-11,all-ridge_regression,0.1,000:00:00
c1431a28-418f-4bcd-89fe-3613296120cc,1617965764.2925,[150177.94216684],2019-09-12,all-ridge_regression,0.1,000:00:00
6356f9f7-5ec8-43e8-be55-a7895e68b8a7,1617965764.3383594,[153473.83501935],2019-09-13,all-ridge_regression,0.1,000:00:00
f0a40d37-eb49-4036-a280-efe1ad746dfa,1617965764.3846996,[149682.12730436],2019-09-14,all-ridge_regression,0.1,000:00:00
b5e1d25e-ec5e-4804-9517-1594f54f1585,1617965764.4329681,[138808.9570497],2019-09-15,all-ridge_regression,0.1,000:00:00
20ce848c-dce5-41ec-b548-bd6492728678,1617965764.489232,[145081.17091604],2019-09-16,all-ridge_regression,0.1,000:00:00
12c6b696-22a7-429e-82ea-82c60e967c61,1617965764.5413125,[152068.45841929],2019-09-17,all-ridge_regression,0.1,000:00:00
46c65d5a-78ad-497a-86f5-ab1dea155760,1617965764.5897286,[154622.86524225],2019-09-18,all-ridge_regression,0.1,000:00:00
d3c55f4f-2930-4744-8f18-f337e139074b,1617965764.6362252,[163296.97455377],2019-09-19,all-ridge_regression,0.1,000:00:00
d0ef908b-5fce-4931-90f8-e23847e62091,1617965764.680392,[164326.50230492],2019-09-20,all-ridge_regression,0.1,000:00:00
beb2e56e-383a-4b06-adce-13f393c95e96,1617965764.7303607,[155861.50536216],2019-09-21,all-ridge_regression,0.1,000:00:00
28c384cc-2760-44d2-ad50-1462ea1fc97d,1617965764.7807298,[153241.2700047],2019-09-22,all-ridge_regression,0.1,000:00:00
45cd9f8a-406e-4d89-99e7-b0012d4f2985,1617965764.8294523,[154461.24683061],2019-09-23,all-ridge_regression,0.1,000:00:00
77014f27-9fa5-4dae-a534-9558051e0b0c,1617965764.8825192,[166045.03293134],2019-09-24,all-ridge_regression,0.1,000:00:00
c768f4cb-1454-4601-8168-452f21627d08,1617965764.9310613,[172341.07747329],2019-09-25,all-ridge_regression,0.1,000:00:00
e67281d0-0c64-42bb-8199-16cf99a22ad5,1617965764.9770389,[184309.07411018],2019-09-26,all-ridge_regression,0.1,000:00:00
67dc65bb-7f45-48f4-8068-14e51f9d69e5,1617965765.0242915,[203981.60252639],2019-09-27,all-ridge_regression,0.1,000:00:00
cfd67644-2611-48a0-bd32-3da7f929751c,1617965765.070104,[193547.17783417],2019-09-28,all-ridge_regression,0.1,000:00:00
d98b2349-d450-444c-92dd-ad8a96141902,1617965765.1159809,[184129.04567564],2019-09-29,all-ridge_regression,0.1,000:00:00
87f90dd3-aa26-4422-a7f3-4f5be73e763c,1617965765.1626143,[187799.61468104],2019-09-30,all-ridge_regression,0.1,000:00:00
6aaae157-91db-4d3a-8245-0cd0e19515b0,1617965765.2111816,[192117.83803555],2019-10-01,all-ridge_regression,0.1,000:00:00
d07c475b-e466-425c-b7aa-d11494694aa2,1617965765.2638912,[197566.81571498],2019-10-02,all-ridge_regression,0.1,000:00:00
79e64fa2-8150-4136-a99a-04fd0eed3f92,1617965765.3209167,[212989.95635535],2019-10-03,all-ridge_regression,0.1,000:00:00
ed234475-7c12-42a8-868b-75dbb593e72a,1617965765.3762038,[215559.09753539],2019-10-04,all-ridge_regression,0.1,000:00:00
711be34f-905a-4780-abc8-92879a2f35af,1617965765.43131,[213600.89654321],2019-10-05,all-ridge_regression,0.1,000:00:00
de9ea9e1-0740-4676-b1ff-93ce8d908375,1617965765.477106,[206460.8630633],2019-10-06,all-ridge_regression,0.1,000:00:00
0635eda6-a8cf-423b-b5c2-444123cf9b17,1617965765.523856,[207549.83886272],2019-10-07,all-ridge_regression,0.1,000:00:00
be150b66-af09-484e-90a7-4521213522da,1617965765.5696368,[214010.73355202],2019-10-08,all-ridge_regression,0.1,000:00:00
1f8d6c73-fed8-4241-a4b5-5f5575c38245,1617965765.6193693,[219992.22720625],2019-10-09,all-ridge_regression,0.1,000:00:00
f1660148-ce66-46d7-9773-03d6b8a203d9,1617965765.6660585,[218943.53533532],2019-10-10,all-ridge_regression,0.1,000:00:00
ac24e22e-93cd-435d-b042-b1b912aded42,1617965765.7117841,[222593.07427596],2019-10-11,all-ridge_regression,0.1,000:00:00
1d267464-ba78-4f33-91b1-22cc92e959a0,1617965765.7634296,[214355.05013345],2019-10-12,all-ridge_regression,0.1,000:00:00
206726b7-9ce1-4a15-96d6-6867b0641bc9,1617965765.8111525,[205570.21639559],2019-10-13,all-ridge_regression,0.1,000:00:00
9af27ba0-c820-44e5-9bf8-0679c47b8d23,1617965765.859131,[203006.5446863],2019-10-14,all-ridge_regression,0.1,000:00:00
4abb993a-84c7-43d6-9376-62cee2f55d45,1617965765.910478,[209781.83056033],2019-10-15,all-ridge_regression,0.1,000:00:00
8b5c4cac-614a-412f-9221-7ec6f990781a,1617965765.9571586,[221793.82462962],2019-10-16,all-ridge_regression,0.1,000:00:00
5d5c71a2-d4d8-4930-a5ec-59d9a07a48f3,1617965766.005701,[221003.72099065],2019-10-17,all-ridge_regression,0.1,000:00:00
523cc6d2-2d74-4332-9fc5-26dff608d34f,1617965766.0545008,[221605.5909325],2019-10-18,all-ridge_regression,0.1,000:00:00
41dadb95-b44c-4422-8b34-86a6067dd9c2,1617965766.1012383,[220128.02170493],2019-10-19,all-ridge_regression,0.1,000:00:00
c1e32422-121e-428f-baf0-03645a21a10d,1617965766.1484601,[204364.43925737],2019-10-20,all-ridge_regression,0.1,000:00:00
d69ce1cc-159e-4000-aa68-0233e55353f2,1617965766.1970327,[205849.1454795],2019-10-21,all-ridge_regression,0.1,000:00:00
5958205d-09e6-4868-9b54-62129cb1a3ce,1617965766.2449036,[214283.20000939],2019-10-22,all-ridge_regression,0.1,000:00:00
f92262c5-71fa-41ce-b204-387c66f6a081,1617965766.2956123,[217002.84994144],2019-10-23,all-ridge_regression,0.1,000:00:00
cabda2c1-9507-4eda-a9a9-222d2da3a210,1617965766.3423502,[226337.53662294],2019-10-24,all-ridge_regression,0.1,000:00:00
03102760-2805-40b7-a288-5b54d86ce4ca,1617965766.3938391,[225457.43548959],2019-10-25,all-ridge_regression,0.1,000:00:00
54ce132b-3cb4-4565-a029-7bd6b7f40243,1617965766.4435613,[221033.58396934],2019-10-26,all-ridge_regression,0.1,000:00:00
cbae89b9-f4fc-48dd-9c87-e6a7ee5250ba,1617965766.4912868,[211411.67954833],2019-10-27,all-ridge_regression,0.1,000:00:00
a1ee6a9a-f009-4e37-aefb-355078fc1573,1617965766.5409453,[208748.4929084],2019-10-28,all-ridge_regression,0.1,000:00:00
33a8557b-245c-4407-ae8f-89db94ca1291,1617965766.5890467,[217328.87059777],2019-10-29,all-ridge_regression,0.1,000:00:00
f50c40db-3062-4d9b-88df-ffa2cd3fe59b,1617965766.6383371,[224726.57920349],2019-10-30,all-ridge_regression,0.1,000:00:00
2bd165cf-3d80-4f6d-b4c6-062a2a76a606,1617965767.3030796,[230561.22847645],2019-10-31,all-ridge_regression,0.1,000:00:00
d8f1ef65-e3a7-48c4-80ee-d88aa7186508,1617965767.3553057,[237422.72344029],2019-11-01,all-ridge_regression,0.1,000:00:00
e015705e-f570-4272-bb40-b470260cbcd9,1617965767.4097505,[228885.93645273],2019-11-02,all-ridge_regression,0.1,000:00:00
c50778cf-8224-49c6-8292-79659ad76dfc,1617965767.4641151,[211739.08587016],2019-11-03,all-ridge_regression,0.1,000:00:00
f2dc436a-7cb7-4f72-b6c8-996ada8ce258,1617965767.5175085,[215934.75383122],2019-11-04,all-ridge_regression,0.1,000:00:00
9aaef765-5b93-48f9-ae60-b13785555d2f,1617965767.5662436,[221748.40136004],2019-11-05,all-ridge_regression,0.1,000:00:00
c5791998-1476-4cc7-8ca8-66b3ae03e691,1617965767.614862,[232704.14009204],2019-11-06,all-ridge_regression,0.1,000:00:00
bf275806-4f7d-4374-86c5-36c191babb71,1617965767.6754327,[155930.16012785],2019-08-01,all-gradient_boosting_regression,0.1,000:00:00
c036a0a8-acf4-471d-818e-32e23fac9725,1617965767.7282584,[164964.51107105],2019-08-02,all-gradient_boosting_regression,0.1,000:00:00
98ace2ec-757c-441c-a34f-fd4784848430,1617965767.784104,[241940.21958365],2019-08-03,all-gradient_boosting_regression,0.1,000:00:00
147e24d4-4a81-4ee6-9ac2-6227260988a8,1617965767.8431268,[189157.30290766],2019-08-04,all-gradient_boosting_regression,0.1,000:00:00
a1631457-f411-4b65-848c-6619bf19bff5,1617965767.898534,[224597.5415359],2019-08-05,all-gradient_boosting_regression,0.1,000:00:00
535e2a75-17f0-42c8-b62d-5e1cf477e174,1617965767.9521227,[222332.56978088],2019-08-06,all-gradient_boosting_regression,0.1,000:00:00
8a1a0d70-262e-4e67-8cd1-59ae5f656421,1617965768.0141535,[221275.50676014],2019-08-07,all-gradient_boosting_regression,0.1,000:00:00
82930d3b-b35b-4880-a326-b13bc57770f5,1617965768.0750563,[211466.56812244],2019-08-08,all-gradient_boosting_regression,0.1,000:00:00
51861e88-154a-4fdd-b5e7-e833f1b0ae20,1617965768.136304,[217631.17411496],2019-08-09,all-gradient_boosting_regression,0.1,000:00:00
18dcd3fb-b101-43a4-a6bb-3676f1df2572,1617965768.1962478,[230867.8878588],2019-08-10,all-gradient_boosting_regression,0.1,000:00:00
96a1d799-0681-4395-bfda-ac7b7f4f78ac,1617965768.2507167,[187228.83875504],2019-08-11,all-gradient_boosting_regression,0.1,000:00:00
8774c495-d43f-44c1-95ab-164fdc2a3efe,1617965768.304031,[187228.83875504],2019-08-12,all-gradient_boosting_regression,0.1,000:00:00
1210d3d6-33bb-49a6-826f-f00692551d5a,1617965768.3586614,[217604.6747233],2019-08-13,all-gradient_boosting_regression,0.1,000:00:00
8e6ea700-9973-4565-b6b5-0e69e51f0a2c,1617965768.41145,[230867.8878588],2019-08-14,all-gradient_boosting_regression,0.1,000:00:00
ef1cd2ed-7b9c-4f17-b578-97d47939a096,1617965768.4680312,[233211.05217996],2019-08-15,all-gradient_boosting_regression,0.1,000:00:00
c8dcc984-1d38-4b1c-abc8-43eab1b4f36c,1617965768.5223608,[230867.8878588],2019-08-16,all-gradient_boosting_regression,0.1,000:00:00
ec6b5494-b9f0-4c04-89af-2313e813a34a,1617965768.5804515,[217604.6747233],2019-08-17,all-gradient_boosting_regression,0.1,000:00:00
b95a74ea-ed90-4baa-8951-93b1220da029,1617965768.6318479,[217604.6747233],2019-08-18,all-gradient_boosting_regression,0.1,000:00:00
1adf2eb7-b3fa-4ab2-b240-caddb60cfea6,1617965768.6934369,[216836.82978544],2019-08-19,all-gradient_boosting_regression,0.1,000:00:00
52316523-2d40-4dfd-9a89-b65a55a10fff,1617965768.7483144,[226631.46660796],2019-08-20,all-gradient_boosting_regression,0.1,000:00:00
e1919520-642b-4e10-9c7a-3b22f6af1e0a,1617965768.820363,[223779.29857709],2019-08-21,all-gradient_boosting_regression,0.1,000:00:00
dccb11e4-8bce-4451-b26b-90ef6e2b8f1d,1617965768.879649,[218944.75473601],2019-08-22,all-gradient_boosting_regression,0.1,000:00:00
f9249c73-ce50-4815-9f48-373e5c3e15ec,1617965768.9385867,[218944.75473601],2019-08-23,all-gradient_boosting_regression,0.1,000:00:00
1048ec4b-a113-4d04-96e0-96e05b02c3c8,1617965768.9905827,[215223.50412241],2019-08-24,all-gradient_boosting_regression,0.1,000:00:00
25d1e4e3-4b00-4961-855e-056e2f7bcf0a,1617965769.0429196,[214850.79508609],2019-08-25,all-gradient_boosting_regression,0.1,000:00:00
0fa0823e-8dd7-432a-a0f0-2d098c028077,1617965769.0946639,[205056.15826357],2019-08-26,all-gradient_boosting_regression,0.1,000:00:00
7e8aa036-c868-4528-b871-f5695bff7527,1617965769.1460557,[208524.73457655],2019-08-27,all-gradient_boosting_regression,0.1,000:00:00
7ecd4e4a-e104-4f99-b6b2-ed3d380ecf9b,1617965769.199472,[208524.73457655],2019-08-28,all-gradient_boosting_regression,0.1,000:00:00
8171c2e9-663a-4cec-9af7-1423e19c4813,1617965769.252012,[218319.37139907],2019-08-29,all-gradient_boosting_regression,0.1,000:00:00
d8a6f20b-d47e-4720-a645-df0a31ae8303,1617965769.3032024,[198592.59385055],2019-08-30,all-gradient_boosting_regression,0.1,000:00:00
ea7724bf-be48-4813-bf1c-1b3575c55fa5,1617965769.3548708,[218319.37139907],2019-08-31,all-gradient_boosting_regression,0.1,000:00:00
27d1e224-b6b7-45da-854a-5d79f10fe870,1617965769.4104896,[208524.73457655],2019-09-01,all-gradient_boosting_regression,0.1,000:00:00
78fa02cf-5e6a-4fe6-8a05-be90b2bab7cf,1617965769.4644735,[208524.73457655],2019-09-02,all-gradient_boosting_regression,0.1,000:00:00
b6493870-0b2d-4b33-9236-63adaacf1bff,1617965769.5142846,[198592.59385055],2019-09-03,all-gradient_boosting_regression,0.1,000:00:00
974c70d2-82eb-427c-a4dc-d70e9be9a92c,1617965769.5698407,[193369.60034885],2019-09-04,all-gradient_boosting_regression,0.1,000:00:00
25c86eba-ec19-477e-865d-9b8423e3d8f8,1617965769.6346686,[194056.26016698],2019-09-05,all-gradient_boosting_regression,0.1,000:00:00
58d3b29e-76d0-4c6b-8be7-8f6f71fcf4ee,1617965769.6994355,[197773.6125804],2019-09-06,all-gradient_boosting_regression,0.1,000:00:00
e0a817d9-4433-417c-9a5d-445803e40c42,1617965769.761909,[196008.84700683],2019-09-07,all-gradient_boosting_regression,0.1,000:00:00
f4937a52-73d3-4468-960f-2001e390e1a1,1617965769.8151686,[194009.34993002],2019-09-08,all-gradient_boosting_regression,0.1,000:00:00
adf88edc-dfe7-4b05-a293-7debf1f422bd,1617965769.867088,[188939.28253561],2019-09-09,all-gradient_boosting_regression,0.1,000:00:00
e0a7ab78-19ee-44dc-8a60-212f9ed5dc1b,1617965769.9228284,[173714.33573804],2019-09-10,all-gradient_boosting_regression,0.1,000:00:00
dfa3b7f1-7a4e-40c2-84df-33d7ad4e3041,1617965769.9810042,[164138.79793401],2019-09-11,all-gradient_boosting_regression,0.1,000:00:00
d38513e9-a8f7-4dc2-acd8-d523b93f7cb7,1617965770.0362408,[158418.71467384],2019-09-12,all-gradient_boosting_regression,0.1,000:00:00
ca7ad2de-69dd-49b6-bba8-86f9d2786ce1,1617965770.088945,[157054.71604631],2019-09-13,all-gradient_boosting_regression,0.1,000:00:00
1ffbb2c7-3856-4bbd-a67d-52802ed9de27,1617965770.140188,[164138.79793401],2019-09-14,all-gradient_boosting_regression,0.1,000:00:00
5039c2f4-f945-4e0e-866e-d0016b8b3dab,1617965770.196027,[181526.94407284],2019-09-15,all-gradient_boosting_regression,0.1,000:00:00
d8cec62f-0d22-4d38-92a3-5e08a1c3d26a,1617965770.2609758,[171091.40628655],2019-09-16,all-gradient_boosting_regression,0.1,000:00:00
107dc25b-c544-4e00-bae2-03fed16fecfd,1617965770.327921,[156930.16487022],2019-09-17,all-gradient_boosting_regression,0.1,000:00:00
b9653efa-a402-4c25-afd4-ad9c351f01c4,1617965770.3825731,[132957.90228699],2019-09-18,all-gradient_boosting_regression,0.1,000:00:00
b6ec7dfc-d2c3-4e4d-8449-35c5e0b801a0,1617965770.436144,[124926.4292823],2019-09-19,all-gradient_boosting_regression,0.1,000:00:00
2263bf47-8c3d-4640-bf8e-c315e214b5c4,1617965770.4893308,[120810.11655375],2019-09-20,all-gradient_boosting_regression,0.1,000:00:00
706fb380-615c-4e18-b1c2-ae5a3aa62424,1617965770.5494149,[134765.58311648],2019-09-21,all-gradient_boosting_regression,0.1,000:00:00
2a62ddc1-5eed-4da3-b1f3-76847e8f2427,1617965770.6066377,[130364.97625156],2019-09-22,all-gradient_boosting_regression,0.1,000:00:00
4e2f0a50-9a5b-4dee-82d7-8b3e0e8f00ac,1617965770.670951,[127112.71589471],2019-09-23,all-gradient_boosting_regression,0.1,000:00:00
80b92c59-f651-4918-a65c-bfe162822b37,1617965770.7288513,[122295.12320544],2019-09-24,all-gradient_boosting_regression,0.1,000:00:00
3be02caa-bbf7-4d82-b4f8-221edafade22,1617965770.7825925,[122295.12320544],2019-09-25,all-gradient_boosting_regression,0.1,000:00:00
4b925d1c-6267-43c7-a9c4-56df91e5d9ac,1617965770.835585,[117408.41294858],2019-09-26,all-gradient_boosting_regression,0.1,000:00:00
601d6b62-1439-462f-b812-8f8c01352a94,1617965770.8885584,[137012.95642541],2019-09-27,all-gradient_boosting_regression,0.1,000:00:00
4446ff9e-e326-4b32-9935-028f17fe15e9,1617965770.9405847,[127645.26453313],2019-09-28,all-gradient_boosting_regression,0.1,000:00:00
f2fdbb12-6f45-451c-9bbd-1e7be429bec9,1617965770.9926333,[127645.26453313],2019-09-29,all-gradient_boosting_regression,0.1,000:00:00
b0436343-134f-4a47-872c-d06ecc21e830,1617965771.0443757,[143035.7605294],2019-09-30,all-gradient_boosting_regression,0.1,000:00:00
d73d8633-dfa2-44c8-aa7a-d4a1f6b87e93,1617965771.096277,[138149.05027253],2019-10-01,all-gradient_boosting_regression,0.1,000:00:00
3ccbaa44-50c8-45f6-ace0-2feb6a37ba72,1617965771.1587667,[137910.88180178],2019-10-02,all-gradient_boosting_regression,0.1,000:00:00
5144488d-a01d-4b19-9a0b-8887e80336db,1617965771.2208405,[156929.15823686],2019-10-03,all-gradient_boosting_regression,0.1,000:00:00
65c18d18-76de-4378-b69a-77c9ffa55f89,1617965771.2790346,[150636.2746851],2019-10-04,all-gradient_boosting_regression,0.1,000:00:00
974c674e-3ae3-4032-941e-a4bd18c9fd13,1617965771.3379514,[166861.73281853],2019-10-05,all-gradient_boosting_regression,0.1,000:00:00
933d989a-1c58-4dff-80e9-7728709d2bed,1617965771.363362,[152165.28395093],2019-10-06,all-gradient_boosting_regression,0.1,000:00:00
2a71a17a-4394-4f10-aa3d-7e120fcb2472,1617965771.4179468,[164014.20890462],2019-10-07,all-gradient_boosting_regression,0.1,000:00:00
225dbb39-f0fd-43b1-bb6f-fd50ddec6af8,1617965771.4705436,[167517.62791787],2019-10-08,all-gradient_boosting_regression,0.1,000:00:00
e583fb5d-8f78-4335-ad85-55c61366108b,1617965771.5298967,[153263.34498532],2019-10-09,all-gradient_boosting_regression,0.1,000:00:00
0936bfd5-0ce0-48dc-aaf8-cad8b9b44df6,1617965771.5830019,[151804.30727524],2019-10-10,all-gradient_boosting_regression,0.1,000:00:00
189fab3f-7855-4506-bc74-b740d0672d30,1617965771.6333334,[151804.30727524],2019-10-11,all-gradient_boosting_regression,0.1,000:00:00
60470eed-cb8e-4ac2-a4b4-84ff3e03ea1c,1617965771.6855624,[156071.35456062],2019-10-12,all-gradient_boosting_regression,0.1,000:00:00
18800eed-6c25-4604-9b0b-8a4aeb3aabbb,1617965771.7431898,[169052.41718285],2019-10-13,all-gradient_boosting_regression,0.1,000:00:00
41cb170c-8cb3-49a6-8af7-0240a2339d72,1617965771.8071656,[168915.13163975],2019-10-14,all-gradient_boosting_regression,0.1,000:00:00
593002e6-ec18-4dda-8e41-44a4694fbd8a,1617965771.873219,[228211.30153349],2019-10-15,all-gradient_boosting_regression,0.1,000:00:00
4adcaffb-3c16-438c-bd96-ccde833294d4,1617965771.9371912,[221974.04124932],2019-10-16,all-gradient_boosting_regression,0.1,000:00:00
1a9eaa61-302a-40ed-b049-8fe102acfd5a,1617965771.9945927,[221974.04124932],2019-10-17,all-gradient_boosting_regression,0.1,000:00:00
44f331a4-84d1-4af7-9f7d-d399eec842cd,1617965772.0502646,[221974.04124932],2019-10-18,all-gradient_boosting_regression,0.1,000:00:00
2917623e-2f3d-468f-bf7c-c199644280e5,1617965772.1034741,[221974.04124932],2019-10-19,all-gradient_boosting_regression,0.1,000:00:00
4ef75e75-61a5-424d-b557-21b4c61c23c3,1617965772.1550136,[226241.0885347],2019-10-20,all-gradient_boosting_regression,0.1,000:00:00
94803886-bd75-461d-b966-4ceb574e9da9,1617965772.2115214,[223002.55211663],2019-10-21,all-gradient_boosting_regression,0.1,000:00:00
231e77ea-b5b8-43a3-a0cd-ae047b1a2e02,1617965772.2642806,[218735.50483125],2019-10-22,all-gradient_boosting_regression,0.1,000:00:00
27bc7b8b-4b85-49c1-b0cf-0720ee1caffc,1617965772.314673,[218044.14455069],2019-10-23,all-gradient_boosting_regression,0.1,000:00:00
7e125b51-4fd9-433c-8613-0b9ac1bdee38,1617965772.364972,[218044.14455069],2019-10-24,all-gradient_boosting_regression,0.1,000:00:00
3af46538-dcc4-4d8a-b563-6d5387fd1ce0,1617965772.4153485,[218044.14455069],2019-10-25,all-gradient_boosting_regression,0.1,000:00:00
d996b114-9bfd-475c-93d4-73f76f0cf043,1617965772.4655037,[222311.19183607],2019-10-26,all-gradient_boosting_regression,0.1,000:00:00
88305d0e-9d93-4112-9208-bf449d1cf296,1617965772.5239086,[222448.47737917],2019-10-27,all-gradient_boosting_regression,0.1,000:00:00
89714d0c-035d-4324-b238-90013c669333,1617965772.5709722,[245495.64768239],2019-10-28,all-gradient_boosting_regression,0.1,000:00:00
7bcb7eeb-78e6-414a-95eb-2647af363482,1617965772.6205418,[241228.60039701],2019-10-29,all-gradient_boosting_regression,0.1,000:00:00
45604ebb-2e7f-4985-966f-f854758ca0fc,1617965772.670266,[241228.60039701],2019-10-30,all-gradient_boosting_regression,0.1,000:00:00
a34c591c-5771-407b-8891-d9145f5e5311,1617965772.7231152,[261594.54446453],2019-10-31,all-gradient_boosting_regression,0.1,000:00:00
16f587b2-d066-4a79-a6fc-e6ae96c36e60,1617965772.7738402,[261594.54446453],2019-11-01,all-gradient_boosting_regression,0.1,000:00:00
5350e79b-6747-403e-95a8-35a1c11c7763,1617965772.8237376,[261594.54446453],2019-11-02,all-gradient_boosting_regression,0.1,000:00:00
81529131-7809-4985-a2c2-564a478e050a,1617965772.8747628,[261997.35838237],2019-11-03,all-gradient_boosting_regression,0.1,000:00:00
